Textos_espanol,sdg
esto apoyaría la atención continua y coordinada y permitiría el cálculo de indicadores de calidad para grupos de pacientes específicos p ej tasa de control glucémico adecuado entre los diabéticos el control glucémico adecuado en diabéticos mencionado anteriormente es un ejemplo de dónde se podría aplicar un incentivo financiero se podrían desarrollar varios otros ejemplos sobre el manejo de enfermedades crónicas basados en la experiencia en otros países de la ocde esto apoyaría la prestación de atención médica preventiva y de promoción de la salud basada en la población y sentaría las bases para que los especialistas de atención primaria asuman roles de liderazgo en los sistemas de salud locales y nacionales,3
mientras estas mujeres solicitaban y recibían tierras las mujeres más jóvenes desconocían sus derechos y enfrentaban desafíos únicos algunos líderes tradicionales entrevistados para este estudio expresaron su renuencia a asignar tierras comunales a mujeres jóvenes solteras las mujeres jóvenes tradicionalmente no tienen sus propios hogares por lo general permanecen en las casas de sus padres hasta que se casan,5
la universidad de maastricht aplica pbl en todos sus programas con el objetivo de generar estudiantes que sean independientes y emprendedores para resolver problemas la universidad emplea varias versiones de pbl como modelo educativo que simula un entorno de trabajo orientado a la investigación que brinda a los estudiantes habilidades que llevarán consigo en sus carreras por ejemplo la facultad de salud medicina y ciencias de la vida de maastricht fue una de las primeras universidades en europa en implementar pbl como la estrategia educativa dominante en la educación médica la escuela de negocios y economía de la universidad de maastricht ha estado utilizando pbl en todos sus programas de grado durante más de 20 años,4
utilizar la formación y los proyectos de corta duración en los centrosinvestigación como herramienta de desarrollo profesional que conduzca a cambios en el currículola enseñanza y el aprendizaje las empresas de la región sufren por la escasez de personal calificado y las habilidades inadecuadas que se ofrecen al mercado laboral las habilidades de los estudiantes universitarios deben actualizarse en habilidades transferibles y blandas como la comunicación el trabajo en equipo y el pensamiento analítico,4
por lo tanto en una red causal los eventos de enfermedad están influenciados por factores de riesgo tanto directa como indirectamente la definición de los factores de riesgo así como los umbrales utilizados para identificar a las personas en riesgo se basan en gran medida en los datos proporcionados por la publicación de cuantificación comparativa de riesgos para la salud de la oms ezzati lópez rodgers y murray 2004 en el modelo los factores de riesgo proximales como la presión arterial alta el colesterol alto y la glucemia alta tienen una influencia directa en la probabilidad de desarrollar dichas enfermedades crónicas esto explica el efecto de los mecanismos fisiopatológicos conocidos por el contrario los factores de riesgo distales como el bajo consumo de frutas y verduras el alto consumo de grasas y la actividad física insuficiente tienen una influencia indirecta en las enfermedades crónicas,3
entre los inmigrantes de tayikistán y uzbekistán más mujeres que hombres ganan 15000 rublos o menos al mes figura 10 el salario medio mensual de los hombres es de 32780 rublos mientras que el de las mujeres es de 28875 figura 11 la tarifa media por hora para los hombres es de 134 rublos mientras que para las mujeres es de 114 rublos,5
una vez que los estudiantes comienzan a comprenderse a sí mismos como seres culturales se vuelven más receptivos a aceptar la cultura la raza y el origen étnico de sus estudiantes gay 2010159 el programa etutor tenía como objetivo crear un entorno en el que los futuros maestros pudieran para interrogar sus propias culturas y las de otros de manera segura solidaria inclusiva desafiante y atractiva carr 2016160 la experiencia de interactuar con niños de múltiples culturas en un entorno en línea resultó en una actitud positiva cambio para la mayoría de los participantes los maestros en formación muchos de los cuales habían comenzado con una visión etnocéntrica terminaron con una visión etnorrelativa demostrando empatía y cuidado por los niños de diferentes culturas ,4
es importante documentar y utilizar estudios de casos que presenten mujeres y hombres pyme exitosos en roles económicos tradicionales y no convencionales ejemplos de esto se encuentran en muchos países que están más avanzados en atender el mercado de mujeres empresarias el cuadro 62 destaca ejemplos en los estados unidos y canadá donde los gobiernos han apoyado redes de centros empresariales de mujeres así como otras buenas prácticas de apoyo empresarial lideradas por el gobierno en alemania suecia y turquía las clientas informan que estos centros les ofrecen un entorno seguro cálido y enriquecedor,5
el escenario de contención de costos asume una disminución gradual en el crecimiento anual del gasto en salud relacionado con precios tecnología y políticas e instituciones de atención de la salud de 17 a cero en 2060 el escenario de contención de costos asume una disminución gradual en el crecimiento anual de el gasto en salud relacionado con el precio la tecnología y las políticas e instituciones de atención de la salud del 17  a cero en 2060 los factores demográficos incluyen la estructura de edad de la población y su estado de salud mientras que los no demográficos incluyen el ingreso la tecnología y los precios relativos,3
los beneficios universales o basados en pensión refuerzan la autonomía económica de las mujeres fortaleciendo su voz y agencia dentro de los hogares y elevando su estatus social126 por el contrario las pensiones basadas en recursos a menudo requieren que los hogares en lugar de los individuos no tengan otra fuente de ingresos esto significa que excluyen a las mujeres que viven en hogares por encima del umbral de ingresos incluso si no tienen acceso a ingresos personales esto supone que los ingresos de los cónyuges que cohabitan u otros miembros de la familia se compartirán de manera justa lo que no siempre es el caso,5
especifica actividades en varios dominios relacionados con aumentar la conciencia pública y desarrollar capacidades entre los profesionales sobre los efectos del cambio climático en la salud actualizar el sistema de información con un conjunto de indicadores relevantes para las políticas para identificar y evaluar los riesgos para la salud relacionados con el clima y la efectividad de acciones mejorando la vigilancia y el control de enfermedades infecciosas y vectores seleccionados así como el monitoreo de la calidad del aire etc además describe las tareas y capacidades del sector salud en actividades intersectoriales coordinadas sobre emergencias relacionadas con eventos climáticos extremos su planificación y respuesta  el programa también contiene una serie de herramientas para facilitar los cursos de capacitación para el desarrollo de capacidades en el área de gestión de emergencias de salud pública en todos los niveles,3
algunos países incluidos austria bélgica canadá chile italia japón los países bajos y españa también brindan incentivos fiscales explícitos para la capacitación además de la deducibilidad estándar de los costos de capacitación y de los salarios pagados a los aprendices y aprendices las lecciones de evaluaciones recientes muestran que la efectividad de los incentivos fiscales depende de su diseño por ejemplo un diseño muy complejo puede reducir las tasas de aceptación generar reclamos de alivio laxo por debajo del nivel óptimo o conducir a altas tasas de incumplimiento,3
el objetivo es comprender y explicar por qué ocurre esto y luego reaccionar ante ello así el concepto de mujer desaparecida se relaciona con la población femenina que cabría esperar si hombres y mujeres recibieran una atención similar en salud medicina y nutrición en definitiva este concepto representa el déficit de mujeres y niñas que han muerto prematuramente respecto a una distribución poblacional de referencia,5
sin embargo la prescripción de un analgésico se asoció con un riesgo de uso no médico de opioides recetados unas ocho veces mayor que otros predictores también de acuerdo con los hallazgos de otros informes recientes el estudio de medicina de la unión europea mostró que la compra de opioides recetados en farmacias en línea también figuraba como una de las fuentes entre otros hallazgos el policonsumo de drogas particularmente el uso de drogas ilícitas entre los usuarios de opioides recetados sin fines médicos durante el último año también fue bastante común en los cinco países europeos desde el 21 por ciento de los usuarios del último año en españa hasta el 43 por ciento en el reino unido del mismo modo aquellos que obtuvieron opioides recetados a través de robos falsificaciones o consultas médicas tenían el doble de probabilidades de haber consumido drogas ilícitas que aquellos que no lo habían hecho,3
examina si los programas e iniciativas incluidas las estructuras de apoyo específicas establecidas por gobiernos o actores no gubernamentales ayudan a las mujeres a obtener información económica regulatoria o de mercado clave para tomar decisiones informadas a lo largo de las etapas de establecimiento y expansión del negocio también analiza otras formas de apoyo a las mujeres empresarias como medidas para mejorar el acceso de las mujeres a los mercados y la formación empresarial y de gestión los servicios de desarrollo empresarial son proporcionados por organizaciones gubernamentales ong proveedores del sector privado y asociaciones empresariales,5
involucrar a las partes interesadas clave por ejemplo sindicatos de docentes universidades asesores pedagógicos en su desarrollo será fundamental para construir una comprensión compartida de la buena enseñanza y garantizar que los estándares sean aceptados y utilizados costa rica debería considerar la creación de un organismo profesional para docentes para apoyar este trabajo y proporcionar información para el desarrollo de políticas docentes de manera más amplia fortalecer la formación inicial y la contratación de docentes,4
sin embargo la historia de cómo la igualdad de género se convirtió en una prioridad a nivel nacional y cómo se aplicaron progresivamente las cuotas pertenece a un marco más complejo narra cómo los partidos polãticos desempeñaron un papel primordial y el liderazgo y la capacidad de construir alianzas entre partidos de las mujeres mexicanas funcionaron como un catalizador para el cambio generando un debate fructãfero dentro y entre los partidos en la legislatura nacional y en la opinión pública si bien las mujeres en los partidos fueron la fuerza impulsora con algunos altos funcionarios y figuras poderosas que usaron su influencia para reunir apoyo dentro y fuera del partido no podrían haber impulsado las cuotas sin el apoyo de sus partidos,5
las escuelas también están interesadas en mejorar su reputación enviando a la mayor cantidad posible de sus graduados a instituciones prestigiosas esto conduce a una miríada de técnicas para mejorar el rendimiento y mantiene a flote una industria de innovadores productores y proveedores de dispositivos de trampa los cursos de tutoría y preparación para exámenes tienen un costo adicional y son proporcionados por un próspero sector privado,4
estos cambios podrían ayudar a atraer y retener a los trabajadores de la salud y serán necesarios para que suiza continúe brindando algunos de los mejores cuidados del mundo a sus ciudadanos los arreglos de pago por servicio en el sector de hospitales ambulatorios y los subsidios de los cantones a los hospitales públicos recompensan a los hospitales por hacer más y brindan incentivos débiles para la moderación de costos esto ayuda a explicar por qué a pesar de las reducciones en la última década las estancias hospitalarias en suiza son más largas que el promedio de la ocde y hay menos casos diarios como porcentaje de los casos hospitalarios generales en suiza que en varios otros países,3
la junta nacional sueca de salud y bienestar también ha desarrollado un marco de calidad multidimensional good care para monitorear el desempeño de la atención médica el marco cubre varias dimensiones de la atención incluidas la eficacia la seguridad la atención centrada en el paciente la puntualidad la equidad y la eficiencia el marco utilizó más de 30 indicadores de procesos y resultados para comparar la calidad de la atención psiquiátrica entre regiones o grupos de pacientes,3
solo en corea y los países bajos se asigna una mayor proporción del gasto al cáncer y la salud mental respectivamente en promedio las enfermedades cardiovasculares representan el 17  del gasto hospitalario total desde el 12  en australia hasta el 22  en japón el gran porcentaje observado para japón es algo sorprendente dadas las bajas tasas de mortalidad e incidencia de ecv observadas en este país,3
este estudio es un excelente ejemplo de una metodología para modelar los efectos de género de los impuestos indirectos con respecto a los impuestos directos sobre la renta el impacto de género depende del efecto de la presentación conjunta o individual la presentación conjunta puede conducir a tasas impositivas marginales más altas sobre los ingresos de las mujeres aunque ganen menos que los hombres lo que desalienta su participación en la fuerza laboral  por lo tanto examinar los códigos tributarios con una perspectiva de equidad de género puede sentar las bases para reformas del código tributario que sean igualitarias entre los géneros,5
como resultado la brecha de género en el desempleo se redujo inmediatamente después de la crisis a través de un proceso de nivelación más hombres perdieron sus trabajos que mujeres en asia las mujeres se han visto mucho más afectadas que los hombres por la pérdida de puestos de trabajo debido a su concentración en el sector manufacturero orientado a la exportación que se ha visto especialmente afectado108 además la persistencia de precios mundiales de los alimentos altos y volátiles tras las subidas de precios ha afectado los derechos de millones de personas a la alimentación ya un nivel de vida adecuado el gasto en prestaciones por hijo por ejemplo que había alcanzado su punto máximo en europa en 2009 volvió a caer por debajo de los niveles de 2008 ser objeto de violencia por ejemplo no solo es una violación de la dignidad y el bienestar físico y mental sino que también puede conducir a la falta de vivienda y la pobreza,5
españa experimentó un ligero aumento del 36 de mujeres en el parlamento en 2004 al 363 en 2008 un año después de la introducción en la ley de régimen electoral general del requisito obligatorio de presencia equilibrada de mujeres y hombres mínimo 40 por ciento de cada uno sexo en las listas de candidatos mecanismos de igualdad de género dentro de los órganos de gestión electoral los órganos de gestión electoral emb por sus siglas en inglés pueden desempeñar un papel fundamental en la promoción de la participación política de las mujeres ya que supervisan y organizan el proceso electoral que incluye el registro de candidatos y la divulgación y educación de los votantes entre otros de hecho ninguno de los encuestados indicó que sus órganos electorales hubieran designado asesores de género o puntos focales incluido consideraciones de género en los procedimientos o políticas operativas de los oge o enfatizado el equilibrio de género en la composición de los oge incluso entre los comisionados yo los funcionarios de las mesas electorales,5
un posible punto débil es que solo hay un tope para los cargos para los enfermos crónicos ampliar este tope a la población en general reduciría potencialmente el riesgo de que los hogares de bajos ingresos particularmente los grandes se vean disuadidos de acceder al sistema de salud finalmente los copagos por los servicios del nhi no deben ser el único enfoque ya que los pagos directos vinculados a shaban o al seguro comercial también pueden ser significativos para aquellos hogares que gastan una parte sustancial de sus ingresos en servicios de atención médica un enfoque es basar la elegibilidad en si los individuos u hogares reciben el beneficio de apoyo a los ingresos del instituto nacional de seguros nils o el suplemento de ingresos en el caso de los pensionistas sin embargo los criterios de elegibilidad para este apoyo son tan estrictos que una parte significativa de los hogares de bajos ingresos no recibe estos beneficios claramente el acceso a la atención de la salud se fortalecería si se ampliara el acceso a ellos como se ha sugerido en otros análisis de la ocde ocde 2010a 2010b y 2011b,3
en bangladesh generalmente se acepta que los hombres dirigirán los ministerios importantes por lo que las mujeres designadas para estos puestos deben tener experiencia conocimientos competencia y capacidad para evitar percepciones negativas entre la gente sobre la calidad de la participación de las mujeres además estas mujeres han incidido en las implicaciones sociales de las políticas con respecto a los servicios de salud el cuidado de los niños el alivio de la pobreza los problemas de dote la violencia contra las mujeres y las niñas y el desarrollo comunitario además al planificar el desarrollo de la ciudad las mujeres toman en consideración el entorno físico de las comunidades y la calidad de vida sin excluir el arte y la cultura de las diversas comunidades,5
sin embargo se pueden ver signos alentadores en la iniciativa contra el estigma de hjarnkoll ya que un estudio encontró que se han medido mejoras entre 2009 y 2011 por ejemplo las opiniones han mejorado frente a la opinión pública de tener una persona con una enfermedad mental como vecino y una de cada dos personas que inicialmente expresaron su desaprobación ha cambiado de opinión el número de camas psiquiátricas por cada 100 000 habitantes se ha reducido a la mitad durante las últimas dos décadas pasando de 095 en 1995 a 048 en 2010 el aumento de la financiación de los servicios ambulatorios puede ayudar a explicar esta disminución,3
si bien existen variaciones entre los países en la protección de los derechos de las mujeres la tendencia general en la región revela que la discriminación y la violencia contra las mujeres no están disminuyendo lo que a menudo está respaldado por referencias a la religión y el origen cultural esta tendencia se debe a muchos factores incluidas las barreras legales la falta de aplicación de la ley las crisis económicas y sociales de los países y el aumento de movimientos religiosos radicales que exigen un retroceso en los logros en los derechos de las mujeres particularmente en el ámbito familiar en particular los países que experimentaron cambios políticos y revoluciones en los últimos años han sido testigos de un aumento en el discurso religioso y tendencias retrógradas que tienden a amenazar los derechos de las mujeres,5
los pacientes con condiciones crónicas severas pueden requerir visitas a servicios especializados de tercer nivel en este caso los costos de transporte pueden ser prohibitivos si bien esto puede estar cambiando en parte como resultado del npph la mayoría de los centros médicos de alta tecnología se concentran en la parte europea de la federación rusa más precisamente en moscú y san petersburgo,3
para las escuelas con muy pocos estudiantes inmigrantes los municipios podrían alentarlos a cooperar y compartir los recursos docentes de dsl a través de redes formalizadas la investigación internacional indica que mientras los niños desarrollan habilidades lingüísticas comunicativas con relativa rapidez les lleva mucho más tiempo dominar el lenguaje académico que se utiliza en los entornos escolares cummins 1979 esto se puede ver en los resultados de las pruebas de lectura realizadas por las escuelas a nivel local a partir de entonces la brecha entre los niños nativos y los inmigrantes a menudo se amplía y se convierte en una barrera para el éxito en la folkeskole y más allá,4
en teoría un docente con estatus permanente puede ser despedido por ejemplo como resultado de una medida disciplinaria o si ha recibido dos evaluaciones insuficientes consecutivas sin embargo en la práctica despedir a un docente permanente puede resultar difícil y rara vez ocurre la carrera docente no prevé etapas diferenciadas asociadas a niveles de competencia o roles y responsabilidades determinados en las escuelas,4
pero la evidencia de la investigación apunta claramente a la importancia de garantizar que las oportunidades de aprendizaje profesional sean sostenibles darlinghammond et al esto está respaldado por la comunidad de aprendizaje profesional y otra literatura relacionada rosenholtz 1989 louis kruse et al 1995 stoll et al 2006 los sistemas educativos de alto rendimiento como los de singapur y japón han institucionalizado esta buena práctica y han puesto la mayoría de los recursos de desarrollo profesional lo más cerca posible del punto de uso en singapur por ejemplo los docentes tienen derecho a 100 horas de desarrollo profesional cada año la mayor parte del desarrollo profesional se brinda en las escuelas donde trabajan los maestros y está dirigido a las metas y problemas específicos que los maestros y los líderes escolares están abordando en esas escuelas,4
esto exige más intercambio de conocimientos y debates relacionados con el género y debe llevarse a cabo junto con un enfoque más práctico de las necesidades de género por ejemplo proporcionando espacios educativos y herramientas prácticas para permitir que las mujeres accedan a la educación esto puede conducir a cambios estratégicos a largo plazo en la educación esta perspectiva puede ser especialmente útil en el contexto de los países en desarrollo moser 1993,5
esta no es una tarea fácil cuando el tamaño de las clases varía mucho debido a la existencia de escuelas rurales o remotas también surgen dificultades en la consideración de las necesidades de los estudiantes y las escuelas en la fórmula por ejemplo requisitos curriculares equipamiento escolar ritmo de aprendizaje de los estudiantes es necesario lograr un equilibrio entre una fórmula simple que podría no capturarlo todo y una fórmula sofisticada que podría ser difícil de entender y cuyo ajuste podría generar resultados inesperados y desagradables,4
la primera es una cuestión de contenido la incapacidad de reconocer o abordar adecuadamente el trabajo no remunerado de las mujeres y el tercero es una cuestión de aplicación y remedio la medida en que los órganos creados en virtud de tratados están aplicando la igualdad sustantiva para exigir nivelar hacia arriba en situaciones donde la desigualdad de género está presente a fin de lograr resultados más transformadores si bien el preámbulo de la cedaw habla sobre la responsabilidad compartida entre hombres y mujeres y la sociedad en su conjunto esto no se pone en práctica en el cuerpo de la convención más que en la referencia al apoyo a los padres en el lugar de trabajo,5
incluso bajo la lei das cotas el 50 de las plazas gratuitas en las instituciones públicas serán ocupadas por estudiantes acomodados muchos de los cuales podrían permitirse pagar su educación universitaria la evidencia internacional sugiere que la introducción de tasas no reduce la participación siempre que se acompañe de un sistema digno de apoyo a los estudiantes que ya existe en brasil bajo la forma de prouni y fies aunque luego deberían extenderse a los estudiantes que asisten a instituciones públicas también alternativamente andrade 2010 argumentó que un sistema de cupones focalizados aumentaría la eficiencia del sistema de educación superior brasileño en comparación con el sistema actual,4
como resultado la proporción general de genéricos en el uso farmacéutico en francia se mantuvo en torno a un tercio en 2015 a pesar de una tasa de sustitución cercana al 80  dentro de las clases autorizadas de medicamentos panel b sería útil adoptar una lista más amplia de medicamentos a los que los genéricos pueden sustituir y de manera más general permitir un mayor uso de los genéricos cour des comptes 2014c de hecho las autoridades planean una expansión limitada de la lista de dings que los genéricos pueden sustituir ministere des affaires sociales de la sante et des droits des femmes 2015 participación en el mercado farmacéutico reembolsado,3
la guía también tiene secciones dedicadas a las consideraciones de las evaluaciones de impacto de género en el gasto público y las implicaciones de la falta de datos desagregados por género explicar claramente tales conceptos y establecer un caso válido para su aplicación es importante para aumentar la conciencia pública y proporciona a los servidores públicos instrucciones y un documento de referencia en respuesta a sus preguntas frecuentes si bien la presupuestación con perspectiva de género es obligatoria por ley las herramientas necesarias para implementarla de manera inteligente y la incorporación más amplia de la perspectiva de género no lo son sin embargo a menos que exista un mandato legal para realizar evaluaciones de impacto de género en la formulación de políticas y psg y para recopilar datos desglosados por género estas herramientas generalmente se subutilizan o se pasan por alto,5
sin embargo los campos de alto crecimiento como la ciencia la tecnología y la ingeniería siguen estando dominados por hombres las brechas salariales de género persisten y las mujeres están subrepresentadas en el liderazgo corporativo se necesitan políticas asequibles para el cuidado de los niños y favorables a la familia que incluyan licencias de paternidad pagadas para abordar las limitaciones de tiempo de las mujeres,5
en la mayoría de los contratos el objetivo es llegar a cuatro o cinco pacientes por hora cumpliendo también con los estándares de calidad especificados en la encuesta nacional de salud de 2006 por ejemplo el 31 de la población reportó obtener servicios de salud del sector privado al menos una vez al año independientemente de su cobertura bajo la ccss en 2009 el 60 de los encuestados afirmó que prefería proveedores privados de atención médica gutiérrez 2009,3
por ejemplo en los países de la ocde ocho de cada diez estudiantes informan que sus maestros les dicen lo que tienen que aprender en cada lección y siete de cada diez estudiantes tienen maestros que hacen preguntas en cada lección para verificar que los estudiantes entienden lo que están aprendiendo  sin embargo según los estudiantes esta práctica se usa solo ocasionalmente ya que menos de uno de cada tres estudiantes en los países de la ocde informa que sus maestros usan esta práctica con frecuencia en sus lecciones la figura 34 muestra la frecuencia informada de las estrategias de enseñanza de matemáticas tanto dirigidas por el maestro como orientadas por el alumno,4
los estudiantes de primaria lituanos al igual que los estudiantes de primaria de los países nórdicos vecinos no reciben puntos más bien los maestros registran en los diarios de educación primaria de los estudiantes una evaluación sumativa del nivel de logro de los estudiantes en el plan de estudios previsto a partir del quinto grado después de un período de adaptación los resultados de aprendizaje de los estudiantes se evalúan en una escala de 10 puntos o se validan con entradas aprobadas o no aprobadas,4
algunos ejemplos son el informe nacional sobre el estado y el desarrollo de la educación los resultados del estudio de seguimiento de la evaluación del desempeño de los estudiantes de quinto y noveno grado el análisis de los resultados de la evaluación externa del rendimiento de los estudiantes de noveno grado y el análisis de los resultados de la prueba nacional unificada de 2012 no existen esquemas formales para que los líderes escolares participen en el apoyo a sus pares en otras escuelas por ejemplo intercambiando mejores prácticas asesorando a nuevos líderes apoyando a aquellos en escuelas aisladas o de bajo rendimiento y el concepto de líder del sistema que no solo puede liderar a su la escuela sino que también contribuyen a la mejora de todo el sistema es bastante incipiente existen pocos mecanismos para compartir recursos entre las escuelas con el fin de hacer un uso más eficiente de su infraestructura física equipos y materiales didácticos o de sus recursos humanos,4
no obstante hay datos disponibles para siete de los países analizados en este capítulo en algún momento durante la última década la única excepción es india donde la última encuesta disponible es de 1998 la imagen que emerge es muy consistente en todos los países analizados los hombres suelen dedicar entre un 60  y un 70  menos de tiempo que las mujeres al trabajo no remunerado en india solo dedican media hora al trabajo no remunerado por cada cinco horas que dedican las mujeres,5
la prima otorgada a la garantía el historial crediticio la experiencia comercial y la estrategia comercial de los posibles prestatarios constituye un obstáculo para acceder a la financiación esto presenta un problema del lado de la oferta en términos de productos adecuados disponibles para las mujeres para sacar provecho de los resultados preliminares de esta encuesta se podrían realizar más investigaciones en esta área las mujeres suelen tener un bajo nivel de educación financiera y por lo general no cuentan con las habilidades y los conocimientos necesarios para acercarse con éxito a los bancos en busca de financiación,4
en todo su trabajo los pedagogos se enfocan en la importancia del juego y el desarrollo integral de los niños y jóvenes que incluye su desarrollo intelectual social emocional neuromuscular ético moral y estético bupl 2016 estos profesores especialistas se centran en los procesos sociales en las escuelas y constituyen un recurso central en áreas relacionadas con el comportamiento la psicología y el bienestar pueden apoyar a estudiantes individuales dentro y fuera de las aulas y trabajar junto con los maestros en el aula para ayudar a ofrecer una enseñanza diferenciada de acuerdo con las necesidades de los estudiantes,4
la participación femenina en el empleo en puestos gerenciales del gobierno central ha aumentado en los últimos años pero aún apunta a una tubería persistentemente con fugas figura 143 los países marcados con un asterisco  habían legislado cuotas es decir cuotas implementadas a través del proceso legislativo en vigor en 2016 en los 28 países de la unión europea para los que había datos disponibles las mujeres ocupaban el 353 de los puestos administrativos más altos en el gobierno nacional en 2016 un aumento mínimo de 51 puntos porcentuales con respecto a 2013 en cuanto al segundo nivel más alto las mujeres representaron el 411 de los puestos un pequeño aumento de 25 puntos porcentuales con respecto a 2013 detrás de estas cifras promedio hay variaciones de un país a otro  particularmente en los niveles más altos de la función pública eige 2016 para obtener más detalles y notas específicas de cada país consulte ocde 2017 figura 38 y anexo d,5
en nueva zelanda las declaraciones de impacto de género también se requieren en documentos para su comité de política social del gabinete el programa nacional para la igualdad de género de grecia también exige evaluaciones sistemáticas del impacto de género de los nuevos proyectos de ley aplica el análisis de género al gasto público para determinar cómo los presupuestos pueden tener un impacto diferencial en mujeres y hombres el consejo de europa define psg como una aplicación de la incorporación de la perspectiva de género en el proceso presupuestario significa una evaluación de los presupuestos basada en el género incorporando una perspectiva de género en todos los niveles del proceso presupuestario y reestructurando los ingresos y gastos para promover la igualdad de géneroâ déficit,5
en el momento de las reformas al sistema de salud a principios de la década de 1990 se esperaba que el nuevo sistema de seguro conduciría a un mejor acceso a la atención los datos disponibles sugieren que el nivel agregado de gasto privado ha ido en aumento capítulo 1 como se señaló tales problemas pueden surgir por ejemplo cuando se necesita un nivel mínimo de provisión en áreas rurales aunque el costo y la calidad se atenderían mejor en hospitales más grandes o unidades policlínicas,3
todas las solicitudes de uso público o comercial y derechos de traducción deben enviarse a rightsoecdorg presenta una descripción general de cómo los diferentes países de la ocde asignan el tiempo de instrucción también desarrolla un modelo para comprender el uso efectivo del tiempo de instrucción asignado y examina cómo los diferentes países de la ocde se comparan en esto el documento confirma el valor del tiempo de instrucción suficiente como un recurso educativo clave pero la conclusión clave es que lo más importante es la forma en que se utiliza el tiempo asignado,4
el japan council for quality health care jcqhc que se creó en 1995 como una organización independiente participa además en una serie de actividades de calidad como la notificación de eventos médicos adversos o la acreditación de hospitales desde 2004 el departamento de prevención de eventos adversos del jcqhc recopila y analiza sistemáticamente datos sobre eventos médicos adversos el objetivo general es promover la seguridad del paciente compartiendo información con instituciones médicas y usuarios para ello se emiten informes trimestrales y anuales sobre eventos médicos adversos se organizan talleres y se publican advertencias o guías,3
es importante tener en cuenta que la organización de la red escolar debe tener como objetivo garantizar una educación de calidad para todos los niños el acceso de los estudiantes a una educación de alta calidad no debería verse afectado negativamente por su lugar de residencia en algunos casos cerrar la escuela puede no ser la mejor solución la distancia a recorrer puede simplemente no ser practicable,4
una mayor participación laboral femenina en particular en trabajos de tiempo completo aumenta los ingresos familiares y mejora las perspectivas de carrera para las mujeres mayores ingresos para las mujeres fomentan su independencia financiera reducen los riesgos de pobreza individual familiar e infantil mejoran la resiliencia frente a perturbaciones financieras adversas y aumentan los derechos de jubilación y la riqueza el modelo se basa en un marco de contabilidad del crecimiento que permite ajustes en los parámetros estructurales que reflejan cambios en el equilibrio entre la vida laboral y personal entre mujeres y hombres a saber la transición hacia un modelo más equilibrado de doble ingreso y doble cuidador recuadro 22 los resultados sugieren que es probable que el empleo a tiempo completo de las mujeres se beneficie más del gasto en licencias y subsidios por nacimiento el gasto en servicios de cuidado infantil en general y el aumento en la cobertura de instalaciones formales de cuidado infantil para niños de 0 a 2 años en particular,5
las sucursales más pequeñas con tan solo 30 estudiantes brindan educación a estudiantes de primero a tercero o de primero a sexto grado en regiones geográficamente remotas en las ciudades más grandes el tamaño de las escuelas supera los 1 000 alumnos la educación obligatoria para alumnos de entre 6 y 15 años se ofrece en las denominadas escuelas básicas y se organiza como una estructura única sin distinción entre primaria y secundaria inferior actualmente las escuelas eslovenas deben emplear una gran cantidad de personal de apoyo profesional como parte del personal total y retenerlos independientemente del tamaño de la escuela lo que hace que el sistema sea muy costoso,4
estrategias de igualdad de género en los países mena cont ver estrategia nacional para combatir la violencia contra las mujeres 20112019 mowa egipto marruecos túnez autoridad palestina estableciendo responsabilidades claras en todo el gobierno  baluain egipto marruecos autoridad palestina como tal un componente de abajo hacia arriba en el desarrollo del plan garantizaría la participación de mujeres y hombres de todo el país,5
una de las fortalezas de esta encuesta de monitoreo es la claridad de su propósito nemp tiene la intención de brindar una imagen nacional de los resultados de aprendizaje de los estudiantes en etapas clave años 4 y 8 en lugar de informar sobre estudiantes maestros o escuelas individuales aproximadamente 3 000 estudiantes de 260 escuelas son seleccionados al azar cada año para participar en las evaluaciones la participación de las escuelas seleccionadas es voluntaria pero el 98 sí participa,4
los padres tienden a estar menos convencidos que los estudiantes de que las escuelas están contribuyendo al bienestar emocional siendo los padres indígenas los menos convencidos aunque en 2016 la brecha entre los padres indígenas de estudiantes k12 y todos los padres de estudiantes k12 de alberta se había invertido las alumnas reportaron un mayor nivel de problemas emocionales que los hombres en los territorios del noroeste y las mujeres en el resto de canadá tanto los estudiantes masculinos como femeninos informaron niveles más bajos de comportamiento prosocial y satisfacción con la vida que el promedio nacional,5
por ejemplo la brecha de género generalizada en las disciplinas stem puede ser particularmente relevante para el emprendimiento innovador5 además los emprendedores experimentados tienen más probabilidades de tener éxito en sus próximas empresas que los emprendedores primerizos gompers et al mecanismos adicionales que pueden contribuir a la las diferencias observadas en la financiación pueden incluir diferencias de género en la formación de redes u otras diferencias innatas entre mujeres y hombres es decir preferencias de riesgo aptitud para la negociación etc si bien es imposible controlar todas las habilidades innatas y preferencias individuales los análisis presentados en esta sección permite desentrañar algunos mecanismos importantes incluida la propensión a tener un título en stem y experiencia profesional anterior que pueden impulsar la brecha de género,5
los docentes son actores clave en la creación de este contexto para el aprendizaje y el crecimiento y pueden ayudar a establecer entornos de aprendizaje efectivos a medida que avanzamos hacia el futuro se necesitarán nuevas formas de provisión educativa que reconozcan el papel esencial que desempeñan los docentes en la transformación de las aulas y que los apoyen en su esfuerzo este capítulo explora las implicaciones de la transformación digital en los sistemas educativos y explica cómo los docentes y los responsables políticos pueden trabajar juntos para aprovechar su potencial,4
